Id da Delegacia (RDO),Número do Bo (RDO),Ano do BO (RDO),Data do Óbito,Data do Acidente,Tipo de via,Dia do óbito,Mês do Óbito,Mês Óbito Descrição,Ano do Óbito,Ano/Mês do Óbito,Dia da Semana,Hora do Acidente,Turno,Município,Região Administrativa,Logradouro,Númeral / KM,Jurisdição,Administração,Conservação,Tipo do local da ocorrência,LAT_(GEO),LONG_(GEO),Tipo do veículo da vítima,Tipo de vítima,Local do óbito,Tipo de acidente,Sub Tipo do Acidente,Tempo entre o Acidente e o óbito,Sexo,Faixa etária,Idade da vítima,Outro Veículo Envolvido
70010,3477,2020,2020-04-25,2020-04-25,Rodovias,25,4,ABRIL,2020,2020.04,SÁBADO,NAO DISPONIVEL,NAO DISPONIVEL,CAMPINAS,Campinas,SP 065,"143,6",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-22.854252580953244,-47.126036577727696,AUTOMOVEL,CONDUTOR,VIA,OUTROS,CAPOTAMENTO,Mesmo dia,MASCULINO,55-59,55.0,NÃO HÁ
100910,1977,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,23:00:00,NOITE,FRANCA,Franca,AVENIDA PRIMAVERA,"0,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,MASCULINO,25-29,27.0,AUTOMOVEL
30107,1291,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,17:40:00,TARDE,SANTO ANDRE,Metropolitana de São Paulo,AVENIDA CAPUAVA,"540,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.665307,-46.501094,MOTOCICLETA,CONDUTOR,VIA,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,18-24,24.0,ONIBUS
10310,1898,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,17:39:00,TARDE,SAO PAULO,Metropolitana de São Paulo,RUA DAS GIESTAS,"636,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.596434,-46.574114,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,25-29,25.0,NÃO HÁ
60406,1861,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,7:30:00,MANHA,JAU,Bauru,AVENIDA JOAO SANZOVO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PRIVADO,-22.280541,-48.568231,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,30-34,30.0,CAMINHAO
70700,1573,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,18:37:00,NOITE,SAO JOAO DA BOA VISTA,Campinas,RUA ANTONIO TORRES,"529,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.948852,-46.797948,BICICLETA,CONDUTOR,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,40-44,41.0,NÃO HÁ
70020,386,2020,2020-04-25,2020-04-25,Vias Municipais,25,4,ABRIL,2020,2020.04,SÁBADO,NAO DISPONIVEL,NAO DISPONIVEL,VINHEDO,Campinas,RUA CATHARINA POLETTO MELLE,"180,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.011884,-46.9695,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,MASCULINO,35-39,37.0,NÃO HÁ
30121,378,2020,2020-04-24,2020-04-24,Rodovias,24,4,ABRIL,2020,2020.04,SEXTA,11:25:00,MANHA,SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,SP 150,"34,2",ESTADUAL,CONCESSIONÁRIA,ECOVIAS,PUBLICO,-23.813090542381456,-46.50820592842824,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,50-54,50.0,AUTOMOVEL
40301,1518,2020,2020-04-24,2020-04-24,Rodovias,24,4,ABRIL,2020,2020.04,SEXTA,19:00:00,NOITE,PARAIBUNA,São José dos Campos,SPA 035/099,"0,0",ESTADUAL,CONCESSIONÁRIA,TAMOIOS,PUBLICO,-23.57849315583145,-45.469933610954214,MOTOCICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,45-49,48.0,AUTOMOVEL
70926,964,2020,2020-04-24,2020-04-16,NAO DISPONIVEL,24,4,ABRIL,2020,2020.04,QUINTA,23:40:00,NOITE,SUMARE,Campinas,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Até 30 dias,MASCULINO,35-39,35.0,MOTOCICLETA
60404,6939,2020,2020-04-24,2020-04-23,NAO DISPONIVEL,24,4,ABRIL,2020,2020.04,QUINTA,14:29:00,TARDE,BAURU,Bauru,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Dia anterior,MASCULINO,40-44,41.0,NAO DISPONIVEL
50310,475,2020,2020-04-24,2020-04-24,Rodovias,24,4,ABRIL,2020,2020.04,SEXTA,22:05:00,NOITE,PENAPOLIS,Araçatuba,SP 425,"294,8",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-21.448354276770466,-50.15617845253137,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,MASCULINO,40-44,40.0,NÃO HÁ
10314,2807,2020,2020-04-24,2019-10-23,Rodovias,24,4,ABRIL,2020,2020.04,QUARTA,14:16:00,TARDE,JANDIRA,Metropolitana de São Paulo,SPA 032/280,"0,4",ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.5191134,-46.9287594,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mais de 30 dias,MASCULINO,25-29,25.0,CAMINHAO
30306,2136,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,0:10:00,MADRUGADA,MOGI DAS CRUZES,Metropolitana de São Paulo,AVENIDA PREFEITO CARLOS FERREIRA LOPES,"700,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.509518,-46.191315,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,POSTE,Mesmo dia,MASCULINO,30-34,30.0,NÃO HÁ
60406,1854,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,18:59:00,NOITE,JAU,Bauru,RUA LUCIANO PACHECO DE ALMEIDA PRADO,"301,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.311386,-48.576194,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Mesmo dia,MASCULINO,60-64,61.0,NÃO HÁ
120607,3593,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,7:48:00,MANHA,SOROCABA,Sorocaba,RUA HUMBERTO DE CAMPOS,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.503952,-47.480594,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,FEMININO,50-54,52.0,CAMINHAO
90502,184,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,17:56:00,TARDE,ADAMANTINA,Presidente Prudente,AVENIDA RIO BRANCO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.647789,-51.092743,MOTOCICLETA,CONDUTOR,NAO DISPONIVEL,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,40-44,42.0,MOTOCICLETA
10330,2843,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,18:50:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA DAS NACOES UNIDAS,"13000,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.611266,-46.698076,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,AUTOMOVEL
100468,423,2020,2020-04-24,2020-04-24,Vias Municipais,24,4,ABRIL,2020,2020.04,SEXTA,5:30:00,MADRUGADA,SAO JOAQUIM DA BARRA,Franca,AVENIDA SANTOS DUMONT,"87,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.599889,-47.873605,MOTOCICLETA,CONDUTOR,OUTROS,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,18-24,18.0,NÃO HÁ
70922,1409,2020,2020-04-23,2020-04-23,Rodovias,23,4,ABRIL,2020,2020.04,QUINTA,1:00:00,MADRUGADA,CAPIVARI,Campinas,SP 308,"130,0",ESTADUAL,CONCESSIONÁRIA,RODOVIAS DO TIETÊ,PUBLICO,-22.977965372842572,-47.470188930230144,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,NAO DISPONIVEL,,CAMINHAO
110708,1967,2020,2020-04-23,2020-04-23,Rodovias,23,4,ABRIL,2020,2020.04,QUINTA,1:08:00,MADRUGADA,CATANDUVA,São José do Rio Preto,SP 351,"211,5",ESTADUAL,CONCESSIONÁRIA,TEBE,PUBLICO,-21.107825509157216,-48.960173343587535,AUTOMOVEL,PASSAGEIRO,VIA,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,FEMININO,18-24,21.0,NÃO HÁ
120208,265,2020,2020-04-23,2020-04-23,Rodovias,23,4,ABRIL,2020,2020.04,QUINTA,17:15:00,TARDE,LARANJAL PAULISTA,Sorocaba,SP 300,"176,7",ESTADUAL,CONCESSIONÁRIA,RODOVIAS DO TIETÊ,PUBLICO,-23.041620797692367,-47.8284087635174,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,18-24,23.0,CAMINHAO
70923,1308,2020,2020-04-23,2020-04-23,Rodovias,23,4,ABRIL,2020,2020.04,QUINTA,19:52:00,NOITE,LIMEIRA,Campinas,SP 330,"131,12",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-22.677646985464634,-47.31076161611961,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,18-24,23.0,CAMINHAO
30204,1551,2020,2020-04-23,2020-04-18,NAO DISPONIVEL,23,4,ABRIL,2020,2020.04,SÁBADO,NAO DISPONIVEL,NAO DISPONIVEL,FRANCO DA ROCHA,Metropolitana de São Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Até 7 dias,MASCULINO,18-24,20.0,NAO DISPONIVEL
110708,1973,2020,2020-04-23,2020-04-19,NAO DISPONIVEL,23,4,ABRIL,2020,2020.04,DOMINGO,16:00:00,TARDE,CATANDUVA,São José do Rio Preto,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Até 7 dias,MASCULINO,NAO DISPONIVEL,,NÃO HÁ
70931,1946,2020,2020-04-23,2020-04-23,Vias Municipais,23,4,ABRIL,2020,2020.04,QUINTA,18:06:00,NOITE,INDAIATUBA,Campinas,AVENIDA ENGENHEIRO FABIO ROBERTO BARNABE,"300,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.112746,-47.230798,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,MASCULINO,45-49,46.0,MOTOCICLETA
30406,1184,2020,2020-04-23,2020-04-23,Vias Municipais,23,4,ABRIL,2020,2020.04,QUINTA,19:20:00,NOITE,ITAPECERICA DA SERRA,Metropolitana de São Paulo,ESTRADA JACEGUAVA,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.756413,-46.787322,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,AUTOMOVEL
120607,3581,2020,2020-04-23,2020-04-18,Vias Municipais,23,4,ABRIL,2020,2020.04,SÁBADO,NAO DISPONIVEL,NAO DISPONIVEL,SOROCABA,Sorocaba,RUA JUAREZ ANTONIO DALPIAN,"529,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.492762,-47.501417,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Até 7 dias,MASCULINO,18-24,18.0,AUTOMOVEL
130516,1419,2020,2020-04-23,2020-04-23,Vias Municipais,23,4,ABRIL,2020,2020.04,QUINTA,0:21:00,MADRUGADA,TAUBATE,São José dos Campos,AVENIDA MONSENHOR LUIS GONZAGA DE MOURA,"78,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.043071,-45.575124,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,40-44,44.0,AUTOMOVEL
70923,1307,2020,2020-04-23,2020-04-23,Vias Municipais,23,4,ABRIL,2020,2020.04,QUINTA,17:50:00,TARDE,LIMEIRA,Campinas,RUA ANTONIO APARECIDO RISSO,"441,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.547338,-47.452945,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,0-17,4.0,CAMINHAO
10102,1833,2020,2020-04-23,2020-04-23,Vias Municipais,23,4,ABRIL,2020,2020.04,QUINTA,0:17:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,PRACA DA REPUBLICA,"179,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.544024,-46.644365,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,NAO DISPONIVEL
110601,94,2020,2020-04-22,2020-04-22,Rodovias,22,4,ABRIL,2020,2020.04,QUARTA,8:23:00,MANHA,ESTRELA D OESTE,São José do Rio Preto,SP 320,"564,5",ESTADUAL,DER,DR09 - São José do Rio Preto,PUBLICO,-20.269993515760476,-50.36454298810774,CAMINHAO,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,30-34,31.0,CAMINHAO
110606,43,2020,2020-04-22,2020-04-06,Vias Municipais,22,4,ABRIL,2020,2020.04,SEGUNDA,14:56:00,TARDE,MERIDIANO,São José do Rio Preto,VICINAL MERIDIANO/SAO PEDRO,"9,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.345899,-50.200687,AUTOMOVEL,CONDUTOR,OUTROS,COLISAO,FRONTAL,Até 30 dias,FEMININO,40-44,44.0,AUTOMOVEL
100119,1147,2020,2020-04-22,2020-04-22,Vias Municipais,22,4,ABRIL,2020,2020.04,QUARTA,23:00:00,NOITE,TAQUARITINGA,Central,VICINAL HORACIO RAMALHO,"2,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.403687,-48.459405,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,OUTROS,Mesmo dia,MASCULINO,30-34,32.0,NÃO HÁ
120506,324,2020,2020-04-22,2020-03-28,Vias Municipais,22,4,ABRIL,2020,2020.04,SÁBADO,0:30:00,MADRUGADA,IPERO,Sorocaba,AVENIDA VEREADOR JOSE MARQUES PENTEADO,"65,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.349083,-47.689988,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,OUTROS,Até 30 dias,MASCULINO,30-34,30.0,NÃO HÁ
110434,147,2020,2020-04-22,2020-04-22,Vias Municipais,22,4,ABRIL,2020,2020.04,QUARTA,16:43:00,TARDE,IBIRA,São José do Rio Preto,VICINAL IBIRA/TERMA DE IBIRA,"4,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.091469,-49.200183,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,ANDANDO NA VIA / ACOSTAMENTO,Mesmo dia,FEMININO,30-34,31.0,AUTOMOVEL
30418,1872,2020,2020-04-22,2020-04-21,Vias Municipais,22,4,ABRIL,2020,2020.04,TERÇA,17:07:00,TARDE,OSASCO,Metropolitana de São Paulo,AVENIDA ANALICE SAKATAUSKAS,"328,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.549396,-46.777401,MOTOCICLETA,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Dia anterior,MASCULINO,18-24,22.0,AUTOMOVEL
70708,386,2020,2020-04-22,2020-04-22,Vias Municipais,22,4,ABRIL,2020,2020.04,QUARTA,11:30:00,MANHA,VARGEM GRANDE DO SUL,Campinas,VICINAL PADRE GINO RIGHETTI,"2,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.804054,-46.911872,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,OUTROS,Mesmo dia,MASCULINO,50-54,52.0,NÃO HÁ
10354,1666,2020,2020-04-22,2020-04-22,Vias Municipais,22,4,ABRIL,2020,2020.04,QUARTA,0:30:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,RUA EDSON DANILO DOTTO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,35-39,39.0,AUTOMOVEL
130508,1043,2020,2020-04-21,2020-03-13,Rodovias,21,4,ABRIL,2020,2020.04,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,CARAGUATATUBA,São José dos Campos,BR 101,NAO DISPONIVEL,NAO DISPONIVEL,DER,DR06 - Taubaté,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mais de 30 dias,MASCULINO,35-39,38.0,AUTOMOVEL
30202,854,2020,2020-04-21,2020-04-20,Rodovias,21,4,ABRIL,2020,2020.04,SEGUNDA,19:05:00,NOITE,CAIEIRAS,Metropolitana de São Paulo,SP 348,"37,1",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.341491319032897,-46.81838523580564,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Dia anterior,MASCULINO,40-44,43.0,AUTOMOVEL
70942,1987,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,2:57:00,MADRUGADA,CAMPINAS,Campinas,SP 348,"92,92",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-22.949384493169898,-47.12563507594885,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,35-39,36.0,NAO DISPONIVEL
80505,755,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,17:10:00,TARDE,OURINHOS,Marília,SP 327,"29,0",ESTADUAL,CONCESSIONÁRIA,CART,PUBLICO,-22.93148329504402,-49.857820958346466,AUTOMOVEL,PASSAGEIRO,VIA,COLISAO,LATERAL,Mesmo dia,FEMININO,80 ou mais,87.0,CAMINHAO
100909,2372,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,18:50:00,NOITE,BEBEDOURO,Barretos,SP 326,"0,0",ESTADUAL,CONCESSIONÁRIA,NAO DISPONIVEL,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,40-44,43.0,NÃO HÁ
70605,240,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,9:43:00,MANHA,BROTAS,Campinas,SP 225,"141,05",ESTADUAL,CONCESSIONÁRIA,CENTROVIAS,PUBLICO,-22.265730720620347,-48.21448690043244,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,40-44,43.0,CAMINHAO
40304,1393,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,20:50:00,NOITE,UBATUBA,São José dos Campos,SP 055,"77,0",ESTADUAL,DER,DR06 - Taubaté,PUBLICO,-23.546352602086333,-45.23460215449158,MOTOCICLETA,CONDUTOR,OUTROS,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,55-59,56.0,NÃO HÁ
30217,1786,2020,2020-04-21,2020-04-21,Rodovias,21,4,ABRIL,2020,2020.04,TERÇA,8:50:00,MANHA,GUARULHOS,Metropolitana de São Paulo,SP 036,"28,56",ESTADUAL,PREFEITURA,PREFEITURA,PUBLICO,-23.408388653546314,-46.45065236380215,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,NAO DISPONIVEL,,NAO DISPONIVEL
50221,454,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,13:55:00,TARDE,VALPARAISO,Araçatuba,RODOVIA PLACIDO ROCHA,"39,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.331852,-50.953874,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,45-49,46.0,CAMINHAO
70807,1446,2020,2020-04-21,2020-03-08,Vias Municipais,21,4,ABRIL,2020,2020.04,DOMINGO,14:15:00,TARDE,LEME,Campinas,RUA FLORIANO HEIFIG,"164,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.175627,-47.365526,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Mais de 30 dias,FEMININO,45-49,46.0,AUTOMOVEL
10226,1996,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,14:30:00,TARDE,SAO PAULO,Metropolitana de São Paulo,RUA VERGUEIRO,"6598,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.603708,-46.614694,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,FEMININO,80 ou mais,87.0,ONIBUS
70025,755,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,10:34:00,MANHA,PAULINIA,Campinas,AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,"6088,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.783418,-47.174209,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Mesmo dia,MASCULINO,40-44,41.0,NÃO HÁ
70540,413,2020,2020-04-21,2020-04-19,Vias Municipais,21,4,ABRIL,2020,2020.04,DOMINGO,11:50:00,MANHA,SANTA BARBARA D OESTE,Campinas,RUA CARAMURUS,"50,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.766938,-47.396402,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Até 7 dias,MASCULINO,75-79,76.0,NAO DISPONIVEL
40209,2950,2020,2020-04-21,2020-02-11,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,9:20:00,MANHA,PRAIA GRANDE,Baixada Santista,RUA PEDRO BATISTA DE MENEZES,"140,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-24.004418,-46.443377,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Mais de 30 dias,MASCULINO,55-59,57.0,AUTOMOVEL
10333,1959,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,7:32:00,MANHA,SAO PAULO,Metropolitana de São Paulo,RUA JOAO ALVES PIMENTA,"321,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.481779,-46.708852,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,18-24,24.0,NÃO HÁ
50308,4481,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,18:24:00,NOITE,ARACATUBA,Araçatuba,AVENIDA DOUTOR ALCIDES FAGUNDES CHAGAS,"99,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.198394,-50.429782,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,0-17,17.0,NÃO HÁ
70504,625,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,5:15:00,MADRUGADA,RAFARD,Campinas,RUA ABOLICAO,"425,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.014047,-47.524,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,25-29,29.0,NÃO HÁ
20224,2178,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,6:00:00,MANHA,SAO PAULO,Metropolitana de São Paulo,AVENIDA MIGUEL IGNACIO CURI,"400,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.544678,-46.466926,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,MASCULINO,40-44,40.0,NÃO HÁ
30103,1454,2020,2020-04-21,2020-04-21,Vias Municipais,21,4,ABRIL,2020,2020.04,TERÇA,20:00:00,NOITE,SANTO ANDRE,Metropolitana de São Paulo,AVENIDA ANDRE RAMALHO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.651856,-46.511186,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,MASCULINO,35-39,36.0,NÃO HÁ
